# title_id|version|game|label|status|method|source|payload|note|delay_seconds
BLUS30443|*|Demons Souls|Motion Blur|untested|ncl|Nascar1243 / Graphics Patches for PS3MAPI PDF|0 00217E7C 41|Imported from Nascar1243 / Graphics Patches for PS3MAPI PDF. Game: Demons Souls. Not confirmed by PSUF on real hardware. Original values in source: 00217E7C was 40.|120
BLES00269|01.01|Prototype|Black And White Mode|untested|ncl|ArtemisPS3 / bungholio|0 002925F4 60000000|Imported from ArtemisPS3 docs/codes. Original file: Prototype BLUS30145 v01.00 av01.00 BLES00269 01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30145|01.01|Prototype|Black And White Mode|untested|ncl|ArtemisPS3 / bungholio|0 002925F4 60000000|Imported from ArtemisPS3 docs/codes. Original file: Prototype BLUS30145 v01.00 av01.00 BLES00269 01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
NPUB30467|01.01|Resident Evil Code Veronica X|Lit Lighter Visual Effect Always On|untested|ncl|ArtemisPS3 / GuitarMan|0 00212F68 60000000|Imported from ArtemisPS3 docs/codes. Original file: Resident Evil Code Veronica X NPUB30467 v01.01 av01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCES01097|01.01|Shadow Of The Colossus|Disable Bloom|untested|ncl|ArtemisPS3 / PSXPlace|0 0020AB50 38000000|Imported from ArtemisPS3 docs/codes. Original file: Shadow Of The Colossus BCES01097 01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCES01097|01.01|Shadow Of The Colossus|Disable Motion Blur|untested|ncl|ArtemisPS3 / PSXPlace|0 0021A2E4 38000000;0 0021A128 38000000|Imported from ArtemisPS3 docs/codes. Original file: Shadow Of The Colossus BCES01097 01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCES01097|01.01|Shadow Of The Colossus|Disable MLAA|untested|ncl|ArtemisPS3 / PSXPlace|0 00201A14 38000000;0 006F96F4 40800003;0 006F999C 40800017|Imported from ArtemisPS3 docs/codes. Original file: Shadow Of The Colossus BCES01097 01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCES01097|01.00|Shadow Of The Colossus|Disable Bloom|untested|ncl|ArtemisPS3 / PSXPlace|0 0020AB50 38000000|Imported from ArtemisPS3 docs/codes. Original file: Shadow Of The Colossus BCES01097 BCES01115 BCUS98259 NPEA00280 v01.00 av01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCES01115|01.00|Shadow Of The Colossus|Disable Bloom|untested|ncl|ArtemisPS3 / PSXPlace|0 0020AB50 38000000|Imported from ArtemisPS3 docs/codes. Original file: Shadow Of The Colossus BCES01097 BCES01115 BCUS98259 NPEA00280 v01.00 av01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCUS98259|01.00|Shadow Of The Colossus|Disable Bloom|untested|ncl|ArtemisPS3 / PSXPlace|0 0020AB50 38000000|Imported from ArtemisPS3 docs/codes. Original file: Shadow Of The Colossus BCES01097 BCES01115 BCUS98259 NPEA00280 v01.00 av01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
NPEA00280|01.00|Shadow Of The Colossus|Disable Bloom|untested|ncl|ArtemisPS3 / PSXPlace|0 0020AB50 38000000|Imported from ArtemisPS3 docs/codes. Original file: Shadow Of The Colossus BCES01097 BCES01115 BCUS98259 NPEA00280 v01.00 av01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCES01097|01.00|Shadow Of The Colossus|Disable Motion Blur|untested|ncl|ArtemisPS3 / PSXPlace|0 0021A2E4 38000000;0 0021A128 38000000|Imported from ArtemisPS3 docs/codes. Original file: Shadow Of The Colossus BCES01097 BCES01115 BCUS98259 NPEA00280 v01.00 av01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCES01115|01.00|Shadow Of The Colossus|Disable Motion Blur|untested|ncl|ArtemisPS3 / PSXPlace|0 0021A2E4 38000000;0 0021A128 38000000|Imported from ArtemisPS3 docs/codes. Original file: Shadow Of The Colossus BCES01097 BCES01115 BCUS98259 NPEA00280 v01.00 av01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCUS98259|01.00|Shadow Of The Colossus|Disable Motion Blur|untested|ncl|ArtemisPS3 / PSXPlace|0 0021A2E4 38000000;0 0021A128 38000000|Imported from ArtemisPS3 docs/codes. Original file: Shadow Of The Colossus BCES01097 BCES01115 BCUS98259 NPEA00280 v01.00 av01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
NPEA00280|01.00|Shadow Of The Colossus|Disable Motion Blur|untested|ncl|ArtemisPS3 / PSXPlace|0 0021A2E4 38000000;0 0021A128 38000000|Imported from ArtemisPS3 docs/codes. Original file: Shadow Of The Colossus BCES01097 BCES01115 BCUS98259 NPEA00280 v01.00 av01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCES01097|01.00|Shadow Of The Colossus|Disable MLAA|untested|ncl|ArtemisPS3 / PSXPlace|0 00201A14 38000000;0 006F96F4 40800003;0 006F999C 40800017|Imported from ArtemisPS3 docs/codes. Original file: Shadow Of The Colossus BCES01097 BCES01115 BCUS98259 NPEA00280 v01.00 av01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCES01115|01.00|Shadow Of The Colossus|Disable MLAA|untested|ncl|ArtemisPS3 / PSXPlace|0 00201A14 38000000;0 006F96F4 40800003;0 006F999C 40800017|Imported from ArtemisPS3 docs/codes. Original file: Shadow Of The Colossus BCES01097 BCES01115 BCUS98259 NPEA00280 v01.00 av01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCUS98259|01.00|Shadow Of The Colossus|Disable MLAA|untested|ncl|ArtemisPS3 / PSXPlace|0 00201A14 38000000;0 006F96F4 40800003;0 006F999C 40800017|Imported from ArtemisPS3 docs/codes. Original file: Shadow Of The Colossus BCES01097 BCES01115 BCUS98259 NPEA00280 v01.00 av01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
NPEA00280|01.00|Shadow Of The Colossus|Disable MLAA|untested|ncl|ArtemisPS3 / PSXPlace|0 00201A14 38000000;0 006F96F4 40800003;0 006F999C 40800017|Imported from ArtemisPS3 docs/codes. Original file: Shadow Of The Colossus BCES01097 BCES01115 BCUS98259 NPEA00280 v01.00 av01.01.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30565|01.00|Silent Hill Downpour|Increased Flashlight Beam Brightness|untested|ncl|ArtemisPS3 / bungholio|0 008A1FA0 3C804080;0 008A1FA4 90830100|Imported from ArtemisPS3 docs/codes. Original file: Silent Hill Downpour BLUS30565 01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30565|01.00|Silent Hill Downpour|Increased UV Light Brightness|untested|ncl|ArtemisPS3 / bungholio|0 008A1EB0 3CA04080;0 008A1EB8 90A30100|Imported from ArtemisPS3 docs/codes. Original file: Silent Hill Downpour BLUS30565 01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30565|01.01|Silent Hill Downpour|Increased Flashlight Beam Brightness|untested|ncl|ArtemisPS3 / bungholio|0 008A1FA0 3C804080;0 008A1FA4 90830100|Imported from ArtemisPS3 docs/codes. Original file: Silent Hill Downpour BLUS30565 v01.01 av01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30565|01.01|Silent Hill Downpour|Increased UV Light Brightness|untested|ncl|ArtemisPS3 / bungholio|0 008A1EB0 3CA04080;0 008A1EB8 90A30100|Imported from ArtemisPS3 docs/codes. Original file: Silent Hill Downpour BLUS30565 v01.01 av01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30169|01.00|Silent Hill Homecoming|Display Brightness Limit Removed|untested|ncl|ArtemisPS3 / bungholio|0 007F4968 48000008;0 007F4AC8 48000008;0 007F4AE8 48000008|Imported from ArtemisPS3 docs/codes. Original file: Silent Hill Homecoming BLUS30169 v01.00 av01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCES00294|01.00|Siren Blood Curse|Small Brightness Boost|untested|ncl|ArtemisPS3 / bungholio|0 00061190 60000000|Imported from ArtemisPS3 docs/codes. Original file: Siren Blood Curse BCES00294 v01.00 av01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCES00294|01.00|Siren Blood Curse|Black And White Visuals|untested|ncl|ArtemisPS3 / bungholio|0 00061188 60000000|Imported from ArtemisPS3 docs/codes. Original file: Siren Blood Curse BCES00294 v01.00 av01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
NPUA80136|01.00|Siren Blood Curse|Small Brightness Boost|untested|ncl|ArtemisPS3 / bungholio|0 00061298 60000000|Imported from ArtemisPS3 docs/codes. Original file: Siren Blood Curse NPUA80136 01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
NPUA80136|01.00|Siren Blood Curse|Black And White Visuals|untested|ncl|ArtemisPS3 / bungholio|0 00061290 60000000|Imported from ArtemisPS3 docs/codes. Original file: Siren Blood Curse NPUA80136 01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCAS20047|01.01|Siren New Translation|Small Brightness Boost|untested|ncl|ArtemisPS3 / bungholio|0 00060E88 60000000|Imported from ArtemisPS3 docs/codes. Original file: Siren New Translation BCAS20047 v01.01 av01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCAS20047|01.01|Siren New Translation|Black And White Visuals|untested|ncl|ArtemisPS3 / bungholio|0 00060E80 60000000|Imported from ArtemisPS3 docs/codes. Original file: Siren New Translation BCAS20047 v01.01 av01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30244|01.02|Sonic Unleashed|Disable Shadows (PSXPlace) [Tested]|untested|ncl|ArtemisPS3 / illusion|0 00E0464C 38000000|Imported from ArtemisPS3 docs/codes. Original file: Sonic Unleashed BLUS30244 01.02.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30244|01.02|Sonic Unleashed|Disable Motion Blur (PSXPlace) [Tested]|untested|ncl|ArtemisPS3 / illusion|0 00E234E8 38000000|Imported from ArtemisPS3 docs/codes. Original file: Sonic Unleashed BLUS30244 01.02.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30244|01.02|Sonic Unleashed|Disable Depth Of Field (PSXPlace) [Tested]|untested|ncl|ArtemisPS3 / illusion|0 00E5D7C4 38000000|Imported from ArtemisPS3 docs/codes. Original file: Sonic Unleashed BLUS30244 01.02.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30244|01.02|Sonic Unleashed|Disable Reflection (PSXPlace) [Tested]|untested|ncl|ArtemisPS3 / illusion|0 00E1EEF0 38000000|Imported from ArtemisPS3 docs/codes. Original file: Sonic Unleashed BLUS30244 01.02.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30804|01.00|Syndicate|Weapons Are Highlighted Without The Dart Overlay Display|untested|ncl|ArtemisPS3 / bungholio|0 0032C814 38000002|Imported from ArtemisPS3 docs/codes. Original file: Syndicate BLUS30804 v01.00 av01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30804|01.00|Syndicate|Disable Black And White Dart Overlay Display|untested|ncl|ArtemisPS3 / bungholio|0 0032BFA0 38000000|Imported from ArtemisPS3 docs/codes. Original file: Syndicate BLUS30804 v01.00 av01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30804|01.00|Syndicate|Disable Grid Lines Effect In Dart Overlay Display|untested|ncl|ArtemisPS3 / bungholio|0 0032C5D4 38000000|Imported from ArtemisPS3 docs/codes. Original file: Syndicate BLUS30804 v01.00 av01.00.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLES01547|01.00|The Amazing Spider-Man|No Visual Damage|untested|ncl|ArtemisPS3 / Hiei-YYH|0 009CBA2C 807C00C0;0 009CBA30 907C00BC;0 009CBA34 60000000|Imported from ArtemisPS3 docs/codes. Original file: The Amazing Spider-Man BLES01547 v01.00 av01.02.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLES01547|01.00|The Amazing Spider-Man|Maximum Visual Damage|untested|ncl|ArtemisPS3 / Hiei-YYH|0 009CBA2C 38600000;0 009CBA30 907C00BC;0 009CBA34 48000030|Imported from ArtemisPS3 docs/codes. Original file: The Amazing Spider-Man BLES01547 v01.00 av01.02.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30828|01.02|The Amazing Spider-Man|No Visual Damage|untested|ncl|ArtemisPS3 / Hiei-YYH|0 009C4DC4 807C00C0;0 009C4DC8 907C00BC;0 009C4DCC 60000000|Imported from ArtemisPS3 docs/codes. Original file: The Amazing Spider-Man BLUS30828 01.02.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30828|01.02|The Amazing Spider-Man|Maximum Visual Damage|untested|ncl|ArtemisPS3 / Hiei-YYH|0 009C4DC4 38600000;0 009C4DC8 907C00BC;0 009C4DCC 48000030|Imported from ArtemisPS3 docs/codes. Original file: The Amazing Spider-Man BLUS30828 01.02.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30828|01.00|The Amazing Spider-Man|No Visual Damage|untested|ncl|ArtemisPS3 / Hiei-YYH|0 009C4DC4 807C00C0;0 009C4DC8 907C00BC;0 009C4DCC 60000000|Imported from ArtemisPS3 docs/codes. Original file: The Amazing Spider-Man BLUS30828 v01.00 av01.02.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BLUS30828|01.00|The Amazing Spider-Man|Maximum Visual Damage|untested|ncl|ArtemisPS3 / Hiei-YYH|0 009C4DC4 38600000;0 009C4DC8 907C00BC;0 009C4DCC 48000030|Imported from ArtemisPS3 docs/codes. Original file: The Amazing Spider-Man BLUS30828 v01.00 av01.02.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCUS98213|01.09|Uncharted 2 Among Thieves|Disable Depth of Field|untested|ncl|ArtemisPS3 / PSXPlace|0 00E9C251 0000000000|Imported from ArtemisPS3 docs/codes. Original file: Uncharted 2 Among Thieves BCUS98213 01.09.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCUS98213|01.09|Uncharted 2 Among Thieves|Enable Bloom|untested|ncl|ArtemisPS3 / PSXPlace|0 00E9C268 0100000000|Imported from ArtemisPS3 docs/codes. Original file: Uncharted 2 Among Thieves BCUS98213 01.09.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCUS98213|01.09|Uncharted 2 Among Thieves|Disable Mesh Trimming|untested|ncl|ArtemisPS3 / PSXPlace|0 00F9BFD0 0000000000|Imported from ArtemisPS3 docs/codes. Original file: Uncharted 2 Among Thieves BCUS98213 01.09.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCUS98213|01.09|Uncharted 2 Among Thieves|Disable Motion Blur|untested|ncl|ArtemisPS3 / PSXPlace|0 00E9C24F 00010000|Imported from ArtemisPS3 docs/codes. Original file: Uncharted 2 Among Thieves BCUS98213 01.09.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCUS98213|01.09|Uncharted 2 Among Thieves|Disable Velocity Motion Blur|untested|ncl|ArtemisPS3 / PSXPlace|0 00E9C494 00000000|Imported from ArtemisPS3 docs/codes. Original file: Uncharted 2 Among Thieves BCUS98213 01.09.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCES00065|01.10|Uncharted Drake's Fortune|Disable Depth of Field|untested|ncl|ArtemisPS3 / PSXPlace|0 00BB43DC 00000000000000|Imported from ArtemisPS3 docs/codes. Original file: Uncharted Drake's Fortune BCES00065 BCUS98103 01.10.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
BCUS98103|01.10|Uncharted Drake's Fortune|Disable Depth of Field|untested|ncl|ArtemisPS3 / PSXPlace|0 00BB43DC 00000000000000|Imported from ArtemisPS3 docs/codes. Original file: Uncharted Drake's Fortune BCES00065 BCUS98103 01.10.ncl. Direct PS3MAPI writes only; not confirmed by PSUF on real hardware.|120
