# title_id|version|kind|status|method|label|source|payload|note|delay_seconds
BCES01893|*|unlock|known|eboot_pc|Unlock FPS|Manual research||Known-compatible class, PC app required for safe EBOOT work.
BCES01893|*|60|known|eboot_pc|60 FPS target|Manual research||Known-compatible class, PC app required for safe EBOOT work.
BLUS30400|01.00|60|update_required|none|Atualize para 01.02 para 60 FPS|PS3 real lab||Patch 60 FPS conhecido exige o update oficial 01.02. Atualize o jogo, abra novamente e escaneie de novo.
BLUS30400|01.01|60|update_required|none|Atualize para 01.02 para 60 FPS|PS3 real lab||Patch 60 FPS conhecido exige o update oficial 01.02. Atualize o jogo, abra novamente e escaneie de novo.
BLUS30400|01.02|60|known|ncl|60 FPS (testado em PS3 real)|PS3 real lab|0 0035D3E4 38600000|Confirmado em PS3 real com update oficial 01.02; Just Cause 2 mudou de cerca de 30 FPS para cerca de 55 FPS em gameplay.
BLUS30400|01.02|unlock|known|ncl|Unlock FPS / +60 (testado em PS3 real)|PS3 real lab|0 0035D3E4 38600000|Confirmado em PS3 real com update oficial 01.02; Just Cause 2 mudou de cerca de 30 FPS para cerca de 55 FPS em gameplay.
BLUS30687|01.05|unlock|known|ncl|Unlock FPS (testado em PS3 real)|PS3 real lab|0 00DF70A8 38600000|Confirmado em PS3 real com webMAN PS3MAPI; Far Cry 3 BLUS30687 01.05 desbloqueou corretamente.
BLUS31025|01.03|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00210450 38600001;0 00BB2080 38800000;0 00BB2090 38800000|Community confirmed on real PS3 hardware. Source file: Tom Clancy's Splinter Cell Blacklist.|120
BLUS31036|01.03|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0028F0C8 60000000|Community confirmed on real PS3 hardware. Source file: Tomb Raider.|120
BLES00833|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0020099C C03F0BB8|Community confirmed on real PS3 hardware. Source file: Transformers War For Cybertron.|120
BLUS30357|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0020099C C03F0BB8|Community confirmed on real PS3 hardware. Source file: Transformers War For Cybertron.|120
BCES00065|01.01|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00BB4350 00000001|Community confirmed on real PS3 hardware. Source file: Uncharted Drake's Fortune.|120
BLES01347|01.05|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 0003F970 60000000|Community confirmed on real PS3 hardware. Source file: Warhammer 40000 Space Marine.|120
BLUS31176|01.04|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00EE7C00 60000000;0 00EE7C04 38800000|Community confirmed on real PS3 hardware. Source file: WATCH_DOGS.|120
BLES00707|01.00|unlock|known|ncl|Unlock FPS (PSXPlace)|PSXPlace Confirmed|0 00964704 60000000|Community confirmed on real PS3 hardware. Source file: WET.|120
BLES00467|*|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30185|01.61|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01475|01.00|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCAS20013|01.00|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCES00050|01.00|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCUS98147|01.00|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30127|01.00|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS31431|01.00|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES00517|01.02|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30400|01.02|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS31554|01.00|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
MRTC00002|01.02|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS31020|01.02|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30109|*|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCUS98137|01.00|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30029|01.00|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS98120|01.60|60|untested|ncl_constant|Unlock FPS|Nascar1243 / PS3-FPS-Patches|0 0065066C 4800|Public Artemis/NCL code by Nascar1243. Not confirmed by PSUF on this PS3. Source file: Resistance 2.|120
BCUS98176|01.05|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30253|01.02|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30464|01.05|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30778|01.00|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS31202|01.00|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCUS98213|01.09|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCES00065|01.10|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCUS98103|01.10|60|unavailable|none|Use FPS ilimitado / +60|Nascar1243 / PS3-FPS-Patches||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30607|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01455|01.05|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30862|01.05|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30341|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30721|01.02|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01684|01.02|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES00562|01.02|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01134|01.03|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01040|01.02|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01733|01.02|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS31053|01.02|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS31317|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
NPUB31099|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01147|01.03|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES00989|01.01|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30451|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30888|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01128|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES00157|01.01|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES00169|01.01|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30094|01.01|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES00962|01.04|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
NPUB30383|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30374|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCAS20292|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCES00081|01.29|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCUS98116|01.29|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS31460|01.00|60|untested|ncl|60 FPS|ArtemisPS3 docs/codes|0 00015AA4 38600000;0 00076859 38600000|Imported from ArtemisPS3 docs/codes. Not confirmed by PSUF on this PS3. Source file: Kingdom Hearts 2.5 HD ReMIX.|120
BLES01525|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30917|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
MRTC00002|01.01|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
MRTC00014|01.01|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30754|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01532|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30756|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCAS20200|01.03|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCES01141|01.03|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCJS30081|01.03|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCUS98175|01.03|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
NPEA00356|01.03|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCUS99245|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCES01908|01.01|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01701|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES00816|01.01|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30855|01.01|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
NPEB02076|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
NPJB00653|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
NPUB31552|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS31444|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
NPEB00816|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
NPUB30648|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
NPEB00817|01.01|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
NPUB30650|01.01|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCES01118|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCUS98176|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01050|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES00676|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01276|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BCES00294|01.00|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30927|01.04|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLJS10248|01.00|60|untested|ncl|Unlock FPS|ArtemisPS3 docs/codes|0 0072A6CC 38600004;0 001708E8 38600004;0 0002F954 3B800004;0 001704AC 3B600004;0 00175C9C 3B600004;0 001D3218 3B600004;0 001D82D8 3B200004;0 0002F8A8 3B800004;0 000A37C4 3B000004;0 000A40FC 39600004;0 0016CC24 38C00004;0 001703B4 3B600004;0 001D312C 3B600004;0 001D8150 3B200004|Imported from ArtemisPS3 docs/codes. Not confirmed by PSUF on this PS3. Source file: Super Robot Taisen OG Infinite Battle.|120
BLUS30780|01.02|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES00153|01.10|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30055|01.10|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01766|01.03|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01879|01.03|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS31025|01.03|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES00833|01.01|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLUS30357|01.01|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES01347|01.05|60|unavailable|none|Use FPS ilimitado / +60|ArtemisPS3 docs/codes||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
BLES00875|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0002A6AC 60000000;0 00029BF0 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: 3D Dot Game Heroes.|120
BLES00875|01.01|60|untested|ncl|Unlock FPS v01.00 (RPCS3)|RPCS3 converted USERLIST|0 0002A6AC 60000000;0 00029BF0 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: 3D Dot Game Heroes.|120
BLJM60180|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0002A6AC 60000000;0 00029BF0 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: 3D Dot Game Heroes.|120
BLUS30490|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 0002A6AC 60000000;0 00029BF0 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: 3D Dot Game Heroes.|120
BLJM60180|01.01|60|untested|ncl|Unlock FPS v01.20 (RPCS3)|RPCS3 converted USERLIST|0 0002A6C4 60000000;0 00029C08 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: 3D Dot Game Heroes.|120
BLES01265|01.00|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 0034CAD0 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Alice Madness Returns.|120
NPEB00625|01.00|60|untested|ncl|Unlock FPS (RPCS3) [Tested]|RPCS3 converted USERLIST|0 0034CA98 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Alice Madness Returns.|120
BLES01697|01.00|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 004E2998 38A00001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Alien Isolation.|120
BLES01697|01.01|60|untested|ncl|Unlock FPS (PSXPlace)|RPCS3 converted USERLIST|0 004E2998 38A00001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Alien Isolation.|120
NPEB01088|01.00|60|unavailable|none|Use FPS ilimitado / +60|RPCS3 converted USERLIST||Entrada 60 FPS bloqueada: o mesmo payload ja existe como desbloqueio confirmado e a copia publica nao confirma alvo 60 separado.
NPEB01088|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00349394 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Alien Rage.|120
NPUB30308|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00346420 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: All Zombies Must Die.|120
BLES00704|01.00|60|untested|ncl|Unlock FPS (RPCS3)|RPCS3 converted USERLIST|0 00D78D48 60000000|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Alpha Protocol.|120
BLES01232|*|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 0043CBC8 3C603C88|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Anarchy Reigns.|120
BLES00168|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 0193D5A8 3C888889|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Army Of Two.|120
BLUS30057|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 0193D5A8 3C888889|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Army Of Two.|120
BLES01763|01.00|60|untested|ncl|60 FPS (RPCS3)|RPCS3 converted USERLIST|0 016E209E 4270;0 00140C28 3BC0003C;0 004E9C44 3BA00001|Converted from RPCS3/community data. Not confirmed on this PS3. Source file: Army Of Two Le Cartel Du Diable.|120
